resolution_id,resolution_type
454,Additional Payment Expected; Mediation Not Eligible; Mediation Billed Amount
455,Additional Payment Expected; Mediation Paid Amount; Mediation Billed Amount
456,Additional Payment Expected; No Jurisdiction
457,Additional Payment Expected; No Jurisdiction; Additional Monies Received
458,Additional Payment Expected; No Jurisdiction; Contract Language/Legal Issue
459,Additional Payment Expected; No Jurisdiction; Information Furnished
460,Additional Payment Expected; No Jurisdiction; Mediation Billed Amount
461,Additional Payment Expected; No Jurisdiction; Premium Refunded
462,Additional Payment Expected; No Jurisdiction; Referred To
463,Additional Payment Expected; Non-Renewal Rescinded
464,Additional Payment Expected; Non-Renewal Rescinded; Contract Language/Legal Issue
465,Additional Payment Expected; Other; Question of Fact
466,Additional Payment Expected; Out-of-Net/Mediation/Settl_Exp
467,Additional Payment Expected; Out-of-Net/Mediation/Settl_Exp; Mediation Billed Amount
468,Additional Payment Expected; Policy Issued/Restored
469,Additional Payment Expected; Policy Issued/Restored; Corrective Action Taken
470,Additional Payment Expected; Policy Issued/Restored; Question of Fact
471,Additional Payment Expected; Policy Not In Force
472,Additional Payment Expected; Policy Not In Force; Contract Language/Legal Issue
473,Additional Payment Expected; Policy Not In Force; Corrective Action Taken
474,Additional Payment Expected; Policy Not In Force; Premium Refunded
475,Additional Payment Expected; Premium Refunded
476,Additional Payment Expected; Premium Refunded; Additional Monies Received
477,Additional Payment Expected; Premium Refunded; Contract Language/Legal Issue
478,Additional Payment Expected; Premium Refunded; Corrective Action Taken
479,Additional Payment Expected; Premium Refunded; Information Furnished
480,Additional Payment Expected; Premium Refunded; Policy Not In Force
481,Additional Payment Expected; Premium Refunded; Question of Fact
482,Additional Payment Expected; Question of Fact
483,Additional Payment Expected; Question of Fact; Additional Monies Received
484,Additional Payment Expected; Question of Fact; Appraisal Process Invoked
485,Additional Payment Expected; Question of Fact; Claim Settled
486,Additional Payment Expected; Question of Fact; Company Position Upheld
487,Additional Payment Expected; Question of Fact; Complainant Retained Attorney
488,Additional Payment Expected; Question of Fact; Contract Language/Legal Issue
489,Additional Payment Expected; Question of Fact; Corrective Action Taken
490,Additional Payment Expected; Question of Fact; Failure to Timely Respond
491,Additional Payment Expected; Question of Fact; Information Furnished
492,Additional Payment Expected; Question of Fact; Insufficient Information
493,Additional Payment Expected; Question of Fact; Premium Refunded
494,Additional Payment Expected; Question of Fact; Referred for Disciplinary Actn
495,Additional Payment Expected; Rate Problem Resolved
496,Additional Payment Expected; Record Only
497,Additional Payment Expected; Record Only; Information Furnished
498,Additional Payment Expected; Referred for Disciplinary Actn
499,Additional Payment Expected; Referred for Disciplinary Actn; Contract Language/Legal Issue
500,Additional Payment Expected; Referred for Disciplinary Actn; Corrective Action Taken
501,Additional Payment Expected; Referred for Disciplinary Actn; Failure to Timely Respond
502,Additional Payment Expected; Referred for Disciplinary Actn; Information Furnished
503,Additional Payment Expected; Referred for Disciplinary Actn; No Enforcement Case Opened
504,Additional Payment Expected; Referred To
505,Additional Payment Expected; Referred To; Contract Language/Legal Issue
506,Additional Payment Expected; Referred To; Information Furnished
507,Additional Payment Expected; Stat Pen Pd-46 To 90 Dys Late
508,Additional Payment Expected; Stat Pen Pd-46 To 90 Dys Late; Clean Claims Violation
509,Additional Payment Expected; Stat Pen Pd-Over 90 Dys Late
510,Additional Payment Expected; Stat Pen Pd-Over 90 Dys Late; Additional Monies Received
511,Additional Payment Expected; Stat Pen Pd-Over 90 Dys Late; Clean Claims Violation
512,Additional Payment Expected; Stat Pen Pd-Over 90 Dys Late; Contract Language/Legal Issue
513,Additional Payment Expected; Stat Pen Pd-Up To 45 Dys Late; Clean Claims Violation
514,Advertising Withdrawn/Amended
515,Advertising Withdrawn/Amended; Corrective Action Taken
516,Advertising Withdrawn/Amended; Information Furnished
517,Advertising Withdrawn/Amended; Information Furnished; Corrective Action Taken
518,Advertising Withdrawn/Amended; Other
519,Agent 1st warning
520,Agent 1st warning; Agent Resp Recvd
521,Agent 1st warning; Agent Resp Recvd; Failure to Timely Respond
522,Agent 1st warning; Agent Resp Recvd; Question of Fact
523,Agent 1st warning; Contract Language/Legal Issue
524,Agent 1st warning; DWC Enforcement Directive
525,Agent 1st warning; Failure to Timely Respond
526,Agent 1st warning; Failure to Timely Respond; Agent Resp Recvd
527,Agent 1st warning; Failure to Timely Respond; Contract Language/Legal Issue
528,Agent 1st warning; Failure to Timely Respond; Information Furnished
529,Agent 1st warning; Failure to Timely Respond; Question of Fact
530,Agent 1st warning; Failure to Timely Respond; Referred for Disciplinary Actn
531,Agent 1st warning; Information Furnished
532,Agent 1st warning; Information Furnished; Failure to Timely Respond
533,Agent 1st warning; Information Furnished; Question of Fact
534,Agent 1st warning; Insufficient Information; Failure to Timely Respond
535,Agent 1st warning; Premium Refunded; Corrective Action Taken
536,Agent 1st warning; Premium Refunded; Failure to Timely Respond
537,Agent 1st warning; Question of Fact
538,Agent 1st warning; Question of Fact; Failure to Timely Respond
539,Agent 1st warning; Question of Fact; Information Furnished
540,Agent 1st warning; Referred for Disciplinary Actn; Failure to Timely Respond
541,Agent 1st warning; Referred To; Record Only
542,Agent 2nd warning
543,Agent 2nd warning; Failure to Timely Respond
544,Agent 2nd warning; Failure to Timely Respond; Information Furnished
545,Agent 2nd warning; Failure to Timely Respond; Question of Fact
546,Agent 2nd warning; Failure to Timely Respond; Referred for Disciplinary Actn
547,Agent 2nd warning; Information Furnished
548,Agent 2nd warning; Referred for Disciplinary Actn; Failure to Timely Respond
549,Agent Resp Recvd
550,Agent Resp Recvd; Agent 1st warning
551,Agent Resp Recvd; Agent 1st warning; Failure to Timely Respond
552,Agent Resp Recvd; Agent 1st warning; Information Furnished
553,Agent Resp Recvd; Agent 1st warning; Question of Fact
554,Agent Resp Recvd; Agent 2nd warning
555,Agent Resp Recvd; Agent 2nd warning; Information Furnished
556,Agent Resp Recvd; Failure to Timely Respond
557,Agent Resp Recvd; Failure to Timely Respond; Agent 1st warning
558,Agent Resp Recvd; Failure to Timely Respond; Corrective Action Taken
559,Agent Resp Recvd; Failure to Timely Respond; Question of Fact
560,Agent Resp Recvd; Failure to Timely Respond; Referred for Disciplinary Actn
561,Agent Resp Recvd; Information Furnished
562,Agent Resp Recvd; Information Furnished; Contract Language/Legal Issue
563,Agent Resp Recvd; Information Furnished; Question of Fact
564,Agent Resp Recvd; Question of Fact
565,Agent Resp Recvd; Question of Fact; Agent 1st warning
566,Agent Resp Recvd; Question of Fact; Contract Language/Legal Issue
567,Agent Resp Recvd; Question of Fact; Information Furnished
568,Agent Resp Recvd; Referred for Disciplinary Actn
569,Agent Resp Recvd; Referred for Disciplinary Actn; Information Furnished
570,Apparent Unlicensed Activity
571,Apparent Unlicensed Activity; Claim Settled
572,Apparent Unlicensed Activity; Contract Language/Legal Issue
573,Apparent Unlicensed Activity; Corrective Action Taken
574,Apparent Unlicensed Activity; Information Furnished
575,Apparent Unlicensed Activity; Insufficient Information
576,Apparent Unlicensed Activity; Policy Not In Force
577,Apparent Unlicensed Activity; Question of Fact
578,Apparent Unlicensed Activity; Referred for Disciplinary Actn
579,Apparent Unlicensed Activity; Referred for Disciplinary Actn; Corrective Action Taken
580,Apparent Unlicensed Activity; Referred for Disciplinary Actn; Failure to Timely Respond
581,Apparent Unlicensed Activity; Referred for Disciplinary Actn; Information Furnished
582,Apparent Unlicensed Activity; Referred for Disciplinary Actn; No Enforcement Case Opened
583,Apparent Unlicensed Activity; Referred To
584,Apparent Unlicensed Activity; Referred To; Complainant Retained Attorney
585,Apparent Unlicensed Activity; Referred To; No Enforcement Case Opened
586,Apparent Unlicensed Activity; Referred To; Question of Fact
587,Appraisal Process Invoked
588,Appraisal Process Invoked; Additional Monies Received
589,Appraisal Process Invoked; Additional Monies Received; Additional Payment Expected
590,Appraisal Process Invoked; Additional Monies Received; Claim Settled
591,Appraisal Process Invoked; Additional Monies Received; Contract Language/Legal Issue
592,Appraisal Process Invoked; Additional Monies Received; Question of Fact
593,Appraisal Process Invoked; Additional Payment Expected
594,Appraisal Process Invoked; Additional Payment Expected; Additional Monies Received
595,Appraisal Process Invoked; Additional Payment Expected; Complainant Retained Attorney
596,Appraisal Process Invoked; Additional Payment Expected; Contract Language/Legal Issue
597,Appraisal Process Invoked; Additional Payment Expected; Corrective Action Taken
598,Appraisal Process Invoked; Additional Payment Expected; Information Furnished
599,Appraisal Process Invoked; Additional Payment Expected; Question of Fact
600,Appraisal Process Invoked; Claim Settled
601,Appraisal Process Invoked; Claim Settled; Additional Monies Received
602,Appraisal Process Invoked; Claim Settled; Contract Language/Legal Issue
603,Appraisal Process Invoked; Claim Settled; Information Furnished
604,Appraisal Process Invoked; Claim Settled; Question of Fact
